BIBTEXKEY,first_name,middle_name,last_name,full_name,JOURNAL,NUMBER,PAGES,PUBLISHER,TITLE,VOLUME,YEAR,DOI,ISSN,AUTHOR_KEYWORDS,PUBLICATION_STAGE,AFFILIATIONS,Affiliation_country,Affiliation_country_code,Gender,Gender.Probability,Gender.Count,author_id,paper_id_author_id,author_order,Max,author_last,author_single,unique_name,OA,Citations
Budasz20061,Rogério,NA,Budasz,Rogério Budasz,Music and Letters,1,1 – 15,NA,Of cannibals and the recycling of otherness,87,2006,10.1093/ml/gci163,274224,Dynamic modelling; Prognosis; Simplified risk scores; ST-segment elevation myocardial infarction,Final,"University of California, Riverside",United States,US,male,1,1,author1,Budasz20061_author1,1,1,0,1,budasz_rogério,Undefined,22
Potter2006523,John,NA,Potter,John Potter,Music and Letters,4,523 – 550,NA,Beggar at the door: The rise and fall of portamento in singing,87,2006,10.1093/ml/gcl079,274224,NA,Final,"Department of Music, University of York",United Kingdom,UK,male,0.99,2139,author1,Potter2006523_author1,1,1,0,1,potter_john,Undefined,23
Nicholls2007297,David,NA,Nicholls,David Nicholls,Music and Letters,2,297 – 315,NA,Narrative theory as an analytical tool in the study of popular music texts,88,2007,10.1093/ml/gcm006,274224,NA,Final,"Department of Music, School of Humanities, Southampton University",NA,NA,male,0.96,1945,author1,Nicholls2007297_author1,1,1,0,1,nicholls_david,Undefined,37
November2008346,Nancy,NA,November,Nancy November,Music and Letters,3,346 – 372,NA,Instrumental arias or sonic tableaux: 'Voice' in Haydns string quartets Opp. 9 and 17,89,2008,10.1093/ml/gcm130,274224,NA,Final,University of Auckland,NA,NA,female,1,292,author1,November2008346_author1,1,1,0,1,november_nancy,Undefined,6
Lewis200516,Rachel,A.,Lewis,Rachel A. Lewis,Music and Letters,1,16 – 41,NA,Love as persuasion in Monteverdi's 'L'incoronazione di poppea': New thoughts on the authorship question,86,2005,10.1093/ml/gci002,274224,Australia; Britain; Infectious disease; Port Sanitary Authorities; Public health; Quarantine; Sanitation; Vaccination,Final,York University,NA,NA,female,0.99,621,author1,Lewis200516_author1,1,1,0,1,lewis_rachel,Undefined,4
Pitts2005257,Stephanie,E.,Pitts,Stephanie E. Pitts,Music and Letters,2,257 – 269,NA,What makes an audience? Investigating the roles and experiences of listeners at a chamber music festival,86,2005,10.1093/ml/gci035,274224,Biofilms; Enterococcus; Staphylococcus aureus,Final,"University of Sheffield, United Kingdom",United Kingdom,GB,female,1,39187,author1,Pitts2005257_author1,1,1,0,1,pitts_stephanie,Open Access,89
Bonds2007201,Mark,Evan,Bonds,Mark Evan Bonds,Music and Letters,2,201 – 225,NA,Replacing Haydn: Mozarts 'Pleyel' quartets,88,2007,10.1093/ml/gcl150,274224,NA,Final,"University of North Carolina, Chapel Hill, United States",United States,US,male,1,639702,author1,Bonds2007201_author1,1,1,0,1,bonds_mark,Undefined,13
Neighbour2008337,Oliver,NA,Neighbour,Oliver Neighbour,Music and Letters,3,337 – 345,NA,"Ralph, Adeline, and Ursula Vaughan Williams: Some facts and speculation (with a note about Tippett)",89,2008,10.1093/ml/gcn042,274224,NA,Final,NA,NA,NA,male,0.96,71,author1,Neighbour2008337_author1,1,1,0,1,neighbour_oliver,Undefined,8
White2011519,Bryan,NA,White,Bryan White,Music and Letters,4,519 – 581,NA,Brothers of the string': Henry purcell and the letter-books of rowland sherman,92,2011,10.1093/ml/gcr116,274224,NA,Final,"University of Leeds, United Kingdom",United Kingdom,GB,male,1,13104,author1,White2011519_author1,1,1,0,1,white_bryan,Undefined,9
Freeman2011410,Graham,NA,Freeman,Graham Freeman,Music and Letters,3,410 – 436,NA,"It wants all the creases ironing out': Percy Grainger, the Folk Song Society, and the ideology of the archive",92,2011,10.1093/ml/gcr075,274224,NA,Final,"University of Toronto, Canada",Canada,CA,male,1,6824,author1,Freeman2011410_author1,1,1,0,1,freeman_graham,Undefined,14
Cardamone2005357,Donna,G.,Cardamone,Donna G. Cardamone,Music and Letters,3,357 – 379,NA,Erotic jest and gesture in Roman anthologies of Neapolitan dialect songs,86,2005,10.1093/ml/gci066,274224,NA,Final,NA,NA,NA,female,0.94,53,author1,Cardamone2005357_author1,1,1,0,1,cardamone_donna,Undefined,8
Fairclough2002259,Pauline,NA,Fairclough,Pauline Fairclough,Music and Letters,2,259 – 273,NA,The 'Perestroyka' of Soviet symphonism: Shostakovich in 1935,83,2002,10.1093/ml/83.2.259,274224,NA,Final,NA,NA,NA,female,0.98,178,author1,Fairclough2002259_author1,1,1,0,1,fairclough_pauline,Undefined,12
Vazsonyi2008195,Nicholas,NA,Vazsonyi,Nicholas Vazsonyi,Music and Letters,2,195 – 211,NA,Beethoven instrumentalized: Richard Wagners self-marketing and media image,89,2008,10.1093/ml/gcm089,274224,NA,Final,University of South Carolina,NA,NA,male,1,51,author1,Vazsonyi2008195_author1,1,1,0,1,vazsonyi_nicholas,Undefined,4
Williams2006379,Alastair,NA,Williams,Alastair Williams,Music and Letters,3,379 – 397,NA,Swaying with Schumann: Subjectivity and tradition in Wolfgang Rihm's 'Fremde Szenen' I-III and related scores,87,2006,10.1093/ml/gci234,274224,NA,Final,NA,NA,NA,male,1,12,author1,Williams2006379_author1,1,1,0,1,williams_alastair,Undefined,14
McCarthy2008499,Kerry,NA,McCarthy,Kerry McCarthy,Music and Letters,4,499 – 509,NA,Byrds Patrons at prayer,89,2008,10.1093/ml/gcn019,274224,NA,Final,Duke University,NA,NA,female,1,6,author1,McCarthy2008499_author1,1,1,0,1,mccarthy_kerry,Undefined,4
Sciucca2003557,Marco,NA,Della Sciucca,Marco Della Sciucca,Music and Letters,4,557 – 595,Oxford University Press,S'amor non è': Cesare Tudino and the birth of the purely musical dialogue,84,2003,10.1093/ml/84.4.557,274224,NA,Final,University of Bologna,NA,NA,male,1,176,author1,Sciucca2003557_author1,1,1,0,1,della sciucca_marco,Undefined,0
Neighbour2007420,Oliver,NA,Neighbour,Oliver Neighbour,Music and Letters,3,420 – 435,NA,"Music manuscripts of George Iliffe from Stanford Hall, Leicestershire, including a new ascription to Byrd",88,2007,10.1093/ml/gcm007,274224,NA,Final,NA,NA,NA,male,0.96,71,author1,Neighbour2007420_author1,1,1,0,1,neighbour_oliver,Undefined,7
Toft2004368,Robert,NA,Toft,Robert Toft,Music and Letters,3,368 – 387,Oxford University Press,Rendering the sense more conspicuous: Grammatical and rhetorical principles of vocal phrasing in art and popular / Jazz music,85,2004,10.1093/ml/85.3.368,274224,NA,Final,NA,NA,NA,male,0.98,484,author1,Toft2004368_author1,1,1,0,1,toft_robert,Undefined,2
Hibberd2006551,Sarah,NA,Hibberd,Sarah Hibberd,Music and Letters,4,551 – 579,NA,"Murder in the Cathedral? Stradella, musical power, and performing the past in 1830s Paris",87,2006,10.1093/ml/gcl081,274224,NA,Final,NA,NA,NA,female,0.99,324,author1,Hibberd2006551_author1,1,1,0,1,hibberd_sarah,Undefined,3
Alexander2003378,Gavin,NA,Alexander,Gavin Alexander,Music and Letters,3,378 – 402,Oxford University Press,The Elizabethan lyric as contrafactum: Robert Sidney's 'French tune' identified,84,2003,10.1093/ml/84.3.378,274224,NA,Final,NA,NA,NA,male,1,92,author1,Alexander2003378_author1,1,1,0,1,alexander_gavin,Undefined,23
Bailey2008510,Candace,NA,Bailey,Candace Bailey,Music and Letters,4,510 – 546,NA,Blurring the lines: 'Elizabeth Rogers hir Virginall Book' in context,89,2008,10.1093/ml/gcn046,274224,NA,Final,North Carolina Central University,NA,NA,female,1,4,author1,Bailey2008510_author1,1,1,0,1,bailey_candace,Undefined,10
Gelbart2011230,Matthew,NA,Gelbart,Matthew Gelbart,Music and Letters,2,230 – 272,NA,A cohesive shambles: The clash's 'London calling' and the normalization of punk,92,2011,10.1093/ml/gcr037,274224,NA,Final,"Fordham University, United States",United States,US,male,1,397759,author1,Gelbart2011230_author1,1,1,0,1,gelbart_matthew,Undefined,13
Duffin2002525,Ross,W.,Duffin,Ross W. Duffin,Music and Letters,4,525 – 541,NA,To entertain a king: Music for James and Henry at the Merchant Taylors feast of 1607,83,2002,10.1093/ml/83.4.525,274224,NA,Final,NA,NA,NA,male,0.75,4,author1,Duffin2002525_author1,1,1,0,1,duffin_ross,Undefined,7
Riley2003414,Matthew,NA,Riley,Matthew Riley,Music and Letters,3,414 – 433,Oxford University Press,Johann Nikolaus Forkel on the listening practices of 'kenner' and 'liebhaber',84,2003,10.1093/ml/84.3.414,274224,NA,Final,NA,NA,NA,male,0.99,183,author1,Riley2003414_author1,1,1,0,1,riley_matthew,Undefined,13
Carroll2006398,Mark,NA,Carroll,Mark Carroll,Music and Letters,3,398 – 407,NA,It is': Reflections on the role of music in Sartre's 'La Nausée,87,2006,10.1093/ml/gcl047,274224,NA,Final,NA,NA,NA,male,0.99,196,author1,Carroll2006398_author1,1,1,0,1,carroll_mark,Undefined,8
Harris2004175,Simon,NA,Harris,Simon Harris,Music and Letters,2,175 – 197,Oxford University Press,The 'Kanon' and the Heirmologion,85,2004,10.1093/ml/85.2.175,274224,NA,Final,NA,NA,NA,male,0.96,1665,author1,Harris2004175_author1,1,1,0,1,harris_simon,Undefined,8
Baragwanath200652,Nicholas,NA,Baragwanath,Nicholas Baragwanath,Music and Letters,1,52 – 71,NA,"Musicology and critical theory: The case of Wagner, Adorno, and Horkheimer",87,2006,10.1093/ml/gci177,274224,Dynamic modelling; Prognosis; Simplified risk scores; ST-segment elevation myocardial infarction,Final,NA,NA,NA,male,1,51,author1,Baragwanath200652_author1,1,1,0,1,baragwanath_nicholas,Undefined,5
Knittel200319,Kristin,M.,Knittel,K. M. Knittel,Music and Letters,1,19 – 54,NA,Pilgrimages to Beethoven: Reminiscences by his contemporaries,84,2003,10.1093/ml/84.1.19,274224,NA,Final,"Musicology Faculty, University of Texas, Austin, United States",United States,US,male,0.59,2866,author1,Knittel200319_author1,1,1,0,1,knittel_k.,Undefined,11
Rumph2007561,Stephen,NA,Rumph,Stephen Rumph,Music and Letters,4,561 – 588,NA,The sense of touch in 'Don Giovanni',88,2007,10.1093/ml/gcm035,274224,NA,Final,University of Washington,NA,NA,male,0.98,124,author1,Rumph2007561_author1,1,1,0,1,rumph_stephen,Undefined,8
Cooper2007458,Barry,NA,Cooper,Barry Cooper,Music and Letters,3,458 – 483,NA,Beethoven and the double bar,88,2007,10.1093/ml/gcm003,274224,NA,Final,University of Manchester,NA,NA,male,1,46,author1,Cooper2007458_author1,1,1,0,1,cooper_barry,Undefined,8
Hart2006237,Brian,NA,Hart,Brian Hart,Music and Letters,2,237 – 261,NA,Vincent d'Indy and the development of the French symphony,87,2006,10.1093/ml/gci231,274224,NA,Final,NA,NA,NA,male,0.99,298,author1,Hart2006237_author1,1,1,0,1,hart_brian,Undefined,5
Harley20051,John,NA,Harley,John Harley,Music and Letters,1,1 – 15,NA,My Ladye Nevell' revealed,86,2005,10.1093/ml/gci001,274224,Australia; Britain; Infectious disease; Port Sanitary Authorities; Public health; Quarantine; Sanitation; Vaccination,Final,NA,NA,NA,male,0.99,2139,author1,Harley20051_author1,1,1,0,1,harley_john,Undefined,15
Fader2005380,Don,NA,Fader,Don Fader,Music and Letters,3,380 – 413,NA,"The &lsquo;cabale du dauphin&rsquo;, campra, and italian comedy: The courtly politics of french musical patronage around 1700",86,2005,10.1093/ml/gci069,274224,NA,Final,NA,NA,NA,male,0.99,142,author1,Fader2005380_author1,1,2,0,0,fader_don,Undefined,18
Fader2005380,George,J.,Buelow,George J. Buelow,Music and Letters,3,380 – 413,NA,"The &lsquo;cabale du dauphin&rsquo;, campra, and italian comedy: The courtly politics of french musical patronage around 1700",86,2005,10.1093/ml/gci069,274224,NA,Final,NA,NA,NA,male,0.99,803,author2,Fader2005380_author2,2,2,1,0,buelow_george,Undefined,18
Grimley2005202,Daniel,M.,Grimley,Daniel M. Grimley,Music and Letters,2,202 – 233,NA,"Tonality, clarity, strength': Gesture, form, and nordic identity in Carl Nielsen's piano music",86,2005,10.1093/ml/gci033,274224,Biofilms; Enterococcus; Staphylococcus aureus,Final,University of Nottingham,NA,NA,male,0.97,1079,author1,Grimley2005202_author1,1,1,0,1,grimley_daniel,Undefined,3
Winn2008547,James,A.,Winn,James A. Winn,Music and Letters,4,547 – 561,NA,"Style and politics in the Philips-Handel Ode for Queen Annes Birthday, 1713",89,2008,10.1093/ml/gcn035,274224,NA,Final,Boston University,NA,NA,male,0.98,601,author1,Winn2008547_author1,1,1,0,1,winn_james,Undefined,7
Savage2002383,Roger,NA,Savage,Roger Savage,Music and Letters,3,383 – 418,NA,"Vaughan Williams, the romany ryes, and the Cambridge ritualists",83,2002,10.1093/ml/83.3.383,274224,NA,Final,NA,NA,NA,male,0.99,129,author1,Savage2002383_author1,1,1,0,1,savage_roger,Undefined,7
Wegman2003171,Rob,C.,Wegman,Rob C. Wegman,Music and Letters,2,171 – 188,Oxford University Press,Johannes tinctoris and the 'New Art',84,2003,10.1093/ml/84.2.171,274224,NA,Final,Princeton University,NA,NA,male,1,28,author1,Wegman2003171_author1,1,1,0,1,wegman_rob,Undefined,18
Bearman2003434,Christopher,John,Bearman,C. J. Bearman,Music and Letters,3,434 – 455,Oxford University Press,"Percy Grainger, the phonograph, and the folk song society",84,2003,10.1093/ml/84.3.434,274224,NA,Final,NA,NA,NA,male,0.75,4,author1,Bearman2003434_author1,1,1,0,1,bearman_c.,Undefined,16
Ridgewell200230,Rupert,NA,Ridgewell,Rupert Ridgewell,Music and Letters,1,30 – 74,Oxford University Press,Mozart's publishing plans with Artaria in 1787: New archival evidence,83,2002,10.1093/ml/83.1.30,274224,NA,Final,NA,NA,NA,male,1,10,author1,Ridgewell200230_author1,1,1,0,1,ridgewell_rupert,Undefined,2
Berry200884,Mark,NA,Berry,Mark Berry,Music and Letters,1,84 – 108,NA,Arnold Schoenbergs 'biblical way': From 'Die Jakobsleiter' to 'Moses und Aron',89,2008,10.1093/ml/gcm068,274224,NA,Final,"Peterhouse, Cambridge, United Kingdom",United Kingdom,GB,male,1,282954,author1,Berry200884_author1,1,1,0,1,berry_mark,Undefined,7
Cole2008212,Suzanne,NA,Cole,Suzanne Cole,Music and Letters,2,212 – 226,NA,Who is the father Changing perceptions of Tallis and Byrd in late nineteenth-century England,89,2008,10.1093/ml/gcm082,274224,NA,Final,University of Melbourne,NA,NA,female,1,19,author1,Cole2008212_author1,1,1,0,1,cole_suzanne,Undefined,5
Parker2003403,Mary,Ann,Parker,Mary Ann Parker,Music and Letters,3,403 – 413,Oxford University Press,Handel's 'Il trionfo del tempo e del disinganno': A petrarchan vision in baroque style,84,2003,10.1093/ml/84.3.403,274224,NA,Final,NA,NA,NA,female,0.99,270,author1,Parker2003403_author1,1,1,0,1,parker_mary,Undefined,2
Willson2004602,Rachel,Beckles,Willson,Rachel Beckles Willson,Music and Letters,4,602 – 613,Oxford University Press,"A study in geography, 'tradition', and identity in concert practice",85,2004,10.1093/ml/85.4.602,274224,NA,Final,NA,NA,NA,female,0.99,621,author1,Willson2004602_author1,1,1,0,1,willson_rachel,Undefined,0
Monson20031,Craig,NA,Monson,Craig Monson,Music and Letters,1,1 – 18,NA,"The composer as 'spy': The ferraboscos, Gabriele Paleotti, and the inquisition",84,2003,10.1093/ml/84.1.1,274224,NA,Final,"Washington University, St. Louis, United States",United States,US,male,1,148310,author1,Monson20031_author1,1,1,0,1,monson_craig,Undefined,9
Deeming2005169,Helen,NA,Deeming,Helen Deeming,Music and Letters,2,169 – 185,NA,The songs of St Godric: A neglected context,86,2005,10.1093/ml/gci031,274224,Biofilms; Enterococcus; Staphylococcus aureus,Final,University of Cambridge,NA,NA,female,0.99,193,author1,Deeming2005169_author1,1,1,0,1,deeming_helen,Undefined,10
Burden2003596,Michael,NA,Burden,Michael Burden,Music and Letters,4,596 – 607,Oxford University Press,Casting issues in the original production of Purcell's Opera 'the fairyqueen',84,2003,10.1093/ml/84.4.596,274224,NA,Final,"New College, Oxford, United Kingdom",United Kingdom,GB,male,1,210764,author1,Burden2003596_author1,1,1,0,1,burden_michael,Open Access,11
Haines2002351,John,NA,Haines,John Haines,Music and Letters,3,351 – 370,NA,The first musical edition of the troubadours: On applying the critical method to medieval monophony,83,2002,10.1093/ml/83.3.351,274224,NA,Final,NA,NA,NA,male,0.99,2139,author1,Haines2002351_author1,1,1,0,1,haines_john,Undefined,3
Scott2002237,Derek,B.,Scott,Derek B. Scott,Music and Letters,2,237 – 258,NA,"The music-hall cockney: Flesh and blood, or replicant?",83,2002,10.1093/ml/83.2.237,274224,NA,Final,NA,NA,NA,male,1,33,author1,Scott2002237_author1,1,1,0,1,scott_derek,Undefined,8
Chapin2011377,Keith,NA,Chapin,Keith Chapin,Music and Letters,3,377 – 409,NA,Counterpoint: From the bees or for the birds? Telemann and early eighteenth-century Quarrels with tradition,92,2011,10.1093/ml/gcr036,274224,NA,Final,"Cardiff University, United Kingdom",United Kingdom,GB,male,1,59806,author1,Chapin2011377_author1,1,1,0,1,chapin_keith,Undefined,6
Lister2002419,Warwick,NA,Lister,Warwick Lister,Music and Letters,3,419 – 425,NA,New light on the early career of G. B. Viotti,83,2002,10.1093/ml/83.3.419,274224,NA,Final,NA,NA,NA,male,1,2,author1,Lister2002419_author1,1,1,0,1,lister_warwick,Undefined,3
Shand2007405,Fiona,NA,Shand,Fiona Shand,Music and Letters,3,405 – 419,NA,A new continental source of a fifteenth-century English mass,88,2007,10.1093/ml/gcm005,274224,NA,Final,"Magdalen College, Oxford University",NA,NA,female,1,87,author1,Shand2007405_author1,1,1,0,1,shand_fiona,Undefined,1
Kroll2005414,Mark,NA,Kroll,Mark Kroll,Music and Letters,3,414 – 431,NA,Two important new sources for the music of Charles Avison,86,2005,10.1093/ml/gci067,274224,NA,Final,NA,NA,NA,male,0.99,196,author1,Kroll2005414_author1,1,1,0,1,kroll_mark,Undefined,4
Rae2008373,Caroline,NA,Rae,Caroline Rae,Music and Letters,3,373 – 395,NA,In Havana and Paris: The musical activities of Alejo Carpentier,89,2008,10.1093/ml/gcn033,274224,NA,Final,Cardiff University,NA,NA,female,0.99,340,author1,Rae2008373_author1,1,1,0,1,rae_caroline,Undefined,11
Harris2004521,Ellen,T.,Harris,Ellen T. Harris,Music and Letters,4,521 – 575,Oxford University Press,Handel the investor,85,2004,10.1093/ml/85.4.521,274224,NA,Final,NA,NA,NA,female,0.97,214,author1,Harris2004521_author1,1,1,0,1,harris_ellen,Undefined,23
Ossi2008311,Massimo,NA,Ossi,Massimo Ossi,Music and Letters,3,311 – 336,NA,"Monteverdi, Marenzio, and Battista Guarinis 'Cruda Amarilli'",89,2008,10.1093/ml/gcn004,274224,NA,Final,"Indiana University, Jacobs School of Music",India,IN,male,1,33,author1,Ossi2008311_author1,1,1,0,1,ossi_massimo,Undefined,11
Tsai20181,Tsung-Han,NA,Tsai,Tsung-Han Tsai,Music and Letters,1,1 – 15,Oxford University Press,Music as Queering in E. M. Forster's 'Goldsworthy Lowes Dickinson',99,2018,10.1093/ml/gcx093,274224,NA,Final,"Shantou University, United States",United States,US,male,1,7,author1,Tsai20181_author1,1,1,0,1,tsai_tsung-han,Undefined,0
Lopatin2018511,Mikhail,NA,Lopatin,Mikhail Lopatin,Music and Letters,4,511 – 550,Oxford University Press,"Metapoesis in Trecento song: ‘Divisio’ at the intersection of love, poetic form, and music",99,2018,10.1093/ml/gcy071,274224,NA,Final,"Julius-Maximilians, Universitat Wurzburg, Germany",Germany,DE,male,1,606,author1,Lopatin2018511_author1,1,1,0,1,lopatin_mikhail,Undefined,3
Taylor201378,Benedict,NA,Taylor,Benedict Taylor,Music and Letters,1,78 – 118,NA,Temporality in nineteenth-century Russian music and the notion of development,94,2013,10.1093/ml/gct024,274224,NA,Final,NA,NA,NA,male,1,31,author1,Taylor201378_author1,1,1,0,1,taylor_benedict,Undefined,4
Lockhart2012191,William,NA,Lockhart,William Lockhart,Music and Letters,2,191 – 221,NA,Trial by ear: Legal Attitudes to keyboard arrangement in nineteenth-century Britain,93,2012,10.1093/ml/gcs035,274224,NA,Final,"Max Planck Institute for the History of Science, Berlin, Germany",Germany,DE,male,1,2753,author1,Lockhart2012191_author1,1,1,0,1,lockhart_william,Undefined,4
Butler2021234,Katherine,NA,Butler,Katherine Butler,Music and Letters,2,234 – 270,Oxford University Press,Creating a Tudor Musical Miscellany: the Mcghie/Tenbury 389 Partbooks,102,2021,10.1093/ml/gcaa057,274224,NA,Final,"Northumbria University, United Kingdom",United Kingdom,GB,female,1,19009,author1,Butler2021234_author1,1,1,0,1,butler_katherine,Open Access,0
Massey2011582,Drew,NA,Massey,Drew Massey,Music and Letters,4,582 – 606,NA,Imagining the infinite in carl ruggles's 'evocations',92,2011,10.1093/ml/gcr065,274224,NA,Final,"Harvard University, United States",United States,US,male,0.97,19976,author1,Massey2011582_author1,1,1,0,1,massey_drew,Undefined,0
Chew201816,Geoffrey,NA,Chew,Geoffrey Chew,Music and Letters,1,16 – 44,Oxford University Press,The enchanting music of blades and bullets: Visions of violence in janáček's world-war symphonic poems,99,2018,10.1093/ml/gcy011,274224,NA,Final,"Royal Holloway, University of London, United Kingdom",United Kingdom,GB,male,1,8210,author1,Chew201816_author1,1,1,0,1,chew_geoffrey,Undefined,1
Kint2021783,Thomas,NA,Kint,Thomas Kint,Music and Letters,4,783 – 810,Oxford University Press,Charles Ives and the Lied: Modelling in Ives's Early German Song Repertory,102,2021,10.1093/ml/gcab049,274224,NA,Final,"Ghent University, Belgium",Belgium,BE,male,1,24346,author1,Kint2021783_author1,1,1,0,1,kint_thomas,Undefined,0
Greenberg201874,Yoel,NA,Greenberg,Yoel Greenberg,Music and Letters,1,74 – 103,Oxford University Press,Ordo ab Chao': The fugue as chaos in the early twentieth century,99,2018,10.1093/ml/gcy010,274224,NA,Final,"Department of Music, Bar-Ilan University, Israel",Israel,IL,male,0.75,1,author1,Greenberg201874_author1,1,1,0,1,greenberg_yoel,Undefined,3
Gillion2021657,Marianne,C. E,Gillion,Marianne C. E Gillion,Music and Letters,4,657 – 686,Oxford University Press,Interconfessional Implications: Printed Plainchant in the Wake of the Reformation,102,2021,10.1093/ml/gcab024,274224,NA,Final,"Uppsala University, Sweden",Sweden,SE,female,1,7051,author1,Gillion2021657_author1,1,1,0,1,gillion_marianne,Open Access,4
Vella2017232,Francesca,NA,Vella,Francesca Vella,Music and Letters,2,232 – 254,Oxford University Press,"Jenny lind, voice, celebrity",98,2017,10.1093/ml/gcx029,274224,NA,Final,"University of Cambridge, United Kingdom",United Kingdom,GB,female,1,15030,author1,Vella2017232_author1,1,1,0,1,vella_francesca,Open Access,7
Chandler2021294,Oliver,NA,Chandler,Oliver Chandler,Music and Letters,2,294 – 316,Oxford University Press,"Structural Dissonance Re-Imagined: The Finale of Elgar's Violin Sonata, OP. 82",102,2021,10.1093/ml/gcaa088,274224,NA,Final,"Keble College, University of Oxford, United Kingdom",United Kingdom,GB,male,1,36734,author1,Chandler2021294_author1,1,1,0,1,chandler_oliver,Undefined,0
Stevens2015509,Blake,NA,Stevens,Blake Stevens,Music and Letters,4,509 – 533,Oxford University Press,The Production of Space in the 'Tragédie En Musique': 'Absence Effects' in Lully and Quinault's 'Atys',96,2015,10.1093/ml/gcv102,274224,NA,Final,"College of Charleston, Charleston, SC, United States",United States,US,male,0.97,16962,author1,Stevens2015509_author1,1,1,0,1,stevens_blake,Undefined,0
Zuk201261,Patrick,NA,Zuk,Patrick Zuk,Music and Letters,1,61 – 85,NA,Nikolay Myaskovsky and the events of 1948,93,2012,10.1093/ml/gcr144,274224,NA,Final,"University of Durham, United Kingdom, United Kingdom",United Kingdom,GB,male,1,39136,author1,Zuk201261_author1,1,1,0,1,zuk_patrick,Undefined,6
Wai-Ling2014603,Cheong,NA,Wai-Ling,Cheong Wai-Ling,Music and Letters,4,603 – 639,Oxford University Press,"Miroir fluide': Messiaen, Debussy, and Cyrano's 'synaesthetic' bird",95,2014,10.1093/ml/gcu080,274224,NA,Final,"Chinese University of Hong Kong, Hong Kong",Hong Kong,HK,male,0.94,723,author1,Wai-Ling2014603_author1,1,1,0,1,wai-ling_cheong,Undefined,4
Martin2019615,Gregory,NA,Martin,Gregory Martin,Music and Letters,4,615 – 653,Oxford University Press,"Grieg as storyteller: The poetics of the ballade in G minor, OP. 24",100,2019,10.1093/ml/gcz042,274224,NA,Final,"University of Indianapolis, United States",India,IN,male,1,513,author1,Martin2019615_author1,1,1,0,1,martin_gregory,Undefined,1
Cypess2012453,Rebecca,NA,Cypess,Rebecca Cypess,Music and Letters,4,453 – 478,NA,Instrumental music and 'conversazione' in early seicento Venice: Biagio marini's 'Affetti Musicali' (1617),93,2012,10.1093/ml/gcs093,274224,NA,Final,"Mason Gross School of the Arts Rutgers, State University of New Jersey, United States",United States,US,female,1,232025,author1,Cypess2012453_author1,1,1,0,1,cypess_rebecca,Undefined,4
Davis2019685,James,NA,Davis,James Davis,Music and Letters,4,685 – 712,Oxford University Press,"Come and see the blood in the streets': Luciano berio, 'Coro', and the affective staging of the one-crowd",100,2019,10.1093/ml/gcz041,274224,NA,Final,"University of Birmingham, United Kingdom",United Kingdom,GB,male,1,280634,author1,Davis2019685_author1,1,1,0,1,davis_james,Undefined,1
Mugmon2013606,Matthew,NA,Mugmon,Matthew Mugmon,Music and Letters,4,606 – 627,NA,Beyond the composer-conductor dichotomy: Bernstein's Copland-inspired mahler advocacy,94,2013,10.1093/ml/gct131,274224,NA,Final,"University of Arizona, United States",United States,US,male,1,397759,author1,Mugmon2013606_author1,1,1,0,1,mugmon_matthew,Undefined,3
Wright2019196,Peter,NA,Wright,Peter Wright,Music and Letters,2,196 – 232,Oxford University Press,A new attribution to dunstaple,100,2019,10.1093/ml/gcz031,274224,NA,Final,"Universities of Nottingham and Bristol, United Kingdom",United Kingdom,GB,male,1,192094,author1,Wright2019196_author1,1,1,0,1,wright_peter,Undefined,1
Coluzzi20131,Seth,J.,Coluzzi,Seth J. Coluzzi,Music and Letters,1,1 – 37,NA,"Se vedesti qui dentro': Monteverdi's 'O Mirtillo, Mirtillo anima Mia' and Artusi's offence",94,2013,10.1093/ml/gct039,274224,NA,Final,"Brandeis University, United States",United States,US,male,1,53409,author1,Coluzzi20131_author1,1,1,0,1,coluzzi_seth,Undefined,5
Duffin2022205,Ross,W.,Duffin,Ross W. Duffin,Music and Letters,2,205 – 225,Oxford University Press,Shakespeare: Songs & Sonnets,103,2022,10.1093/ml/gcab108,274224,NA,Final,"Case Western Reserve University, United States",United States,US,male,0.98,39345,author1,Duffin2022205_author1,1,1,0,1,duffin_ross,Undefined,1
LeGuin2013452,Elisabeth,Le,Guin,Elisabeth Le Guin,Music and Letters,3,452 – 486,NA,The glory of having a national music': A translation of and critical commentary on the first two sections of José Subirá's 'la tonadilla escénica: Sus obras y sus autores' (1933),94,2013,10.1093/ml/gct069,274224,NA,Final,"University of California, Los Angeles, United States",United States,US,female,1,16496,author1,LeGuin2013452_author1,1,1,0,1,guin_elisabeth,Undefined,2
Cenciarelli2013119,Carlo,NA,Cenciarelli,Carlo Cenciarelli,Music and Letters,1,119 – 137,NA,"What never was has ended: Bach, Bergman, and the Beatles in Christopher munch's 'the hours and times'",94,2013,10.1093/ml/gct038,274224,NA,Final,"Royal Holloway, University of London, United Kingdom",United Kingdom,GB,male,1,2701,author1,Cenciarelli2013119_author1,1,1,0,1,cenciarelli_carlo,Undefined,7
Hui2021482,Keri,NA,Hui,Keri Hui,Music and Letters,3,482 – 506,Oxford University Press,Choreographing Sensibility: Innocence and Politeness in Haydn's Hob. XVI: 40 and 42,102,2021,10.1093/ml/gcab050,274224,NA,Final,"Department of Music, King s College London, Hong Kong University, Hong Kong",Hong Kong,HK,female,0.89,36,author1,Hui2021482_author1,1,1,0,1,hui_keri,Open Access,1
